MONDO:0000284	Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type	腎症候群を伴うハンタウイルス出血熱, プーマラウイルス型	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000286	Epstein-Barr virus hepatitis	Epstein-Barrウイルス性肝炎	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000288	polycystic echinococcosis	多嚢胞性エキノコックス症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000290	primary amebic meningoencephalitis	原発性アメーバ性髄膜脳炎	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000291	granulomatous amebic encephalitis	肉芽腫性アメーバ性脳炎	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000292	philophthalmiasis	Philophthalmus症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000293	coenurosis	共尾虫症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000294	mesocestoidiasis	有線条虫症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000295	acanthocephaliasis	鉤頭虫症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000297	baylisascariasis	ベイリスアスカリス症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000298	dioctophymiasis	ジオクトフィーマ症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000299	thelaziasis	テラジア症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000301	ophthalmomyiasis	眼ハエウジ病	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000302	basidiobolomycosis	バシディオボールス症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000303	conidiobolomycosis	コニディオボルス症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000304	penicilliosis	ペニシリウム症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000306	trichosporonosis	トリコスポロン症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000307	parasitic Ichthyosporea infectious disease	寄生性イクチオスポレア綱感染症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000308	primary systemic mycosis	原発性全身性真菌症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000309	aniseikonia	不等像視	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000310	Alkhurma hemorrhagic fever	アルクルマ出血熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000313	hypophosphatemia	低リン酸血症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000314	primary bacterial infectious disease	原発性細菌感染症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000315	commensal bacterial infectious disease	共生細菌感染症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000316	opportunistic bacterial infectious disease	日和見細菌感染症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000320	glandular tularemia	リンパ節型野兎病	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000321	typhoidal tularemia	チフス型野兎病	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000327	Buruli ulcer disease	ブルーリ潰瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000328	hyperphosphatemia	高リン血症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000330	endemic typhus	発疹熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000331	Rickettsia helvetica spotted fever	Rickettsia helvetica紅斑熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000332	sennetsu fever	腺熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000333	early congenital syphilis	早期先天性梅毒	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000334	multinodular goiter	多結節性甲状腺腫	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000335	parenchymatous neurosyphilis	実質型神経梅毒	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000336	meningovascular neurosyphilis	髄膜血管神経梅毒	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000337	exanthema subitum	突発性発疹	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000338	variola major infectious disease	大痘瘡感染症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000339	spinal polio	脊髄型ポリオ	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000340	bulbospinal polio	延髄脊髄型ポリオ	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000341	paralytic poliomyelitis	麻痺性灰白髄炎	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000342	O'nyong'nyong fever	オニョンニョン熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000343	Barmah forest virus disease	バーマフォレストウイルス病	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000344	Ross river fever	ロスリバー熱	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000345	Oropouche fever	オロポーチ熱.	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000346	Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type	腎症候群を伴うハンタウイルス出血熱, ドブラバーベルグレドウイルス型	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000351	disorder of methionine catabolism	高メチオニン血症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000355	Ullrich congenital muscular dystrophy	ウルリッヒ型先天性筋ジストロフィー	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000358	orofacial cleft	口腔顔面裂	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000359	spondylocostal dysostosis	脊椎肋骨異骨症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000363	gummatous syphilis	ゴム腫梅毒	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000365	primary congenital glaucoma	原発性先天性緑内障	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000367	taeniasis	条虫症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000368	extrapulmonary tuberculosis	肺外結核	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000369	abdominal tuberculosis	腹部結核	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000371	oral cavity carcinoma in situ	口腔上皮内癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000372	pharynx carcinoma in situ	咽頭上皮内癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000373	gall bladder carcinoma in situ	胆嚢上皮内癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000374	bile duct carcinoma in situ	胆管上皮内癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000375	bronchus carcinoma in situ	気管支上皮内癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000376	respiratory system cancer	呼吸器系の腫瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000377	malignant Leydig cell tumor	悪性Leydig細胞腫	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000378	malignant Sertoli cell tumor	悪性セルトリ細胞腫	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000379	malignant Sertoli-Leydig cell tumor	悪性Sertoli-Leydig細胞腫	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000380	paranasal sinus carcinoma	副鼻腔癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000381	infiltrating renal pelvis transitional cell carcinoma	浸潤性腎盂移行上皮癌	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000382	respiratory system benign neoplasm	呼吸器系良性腫瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000383	benign reproductive system neoplasm	生殖器系良性腫瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000384	bladder benign neoplasm	膀胱良性腫瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000385	benign digestive system neoplasm	消化器系良性腫瘍	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	消化器系神経内分泌腫瘍, グレード1/2	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000387	hypochromic microcytic anemia	低色素性小球性貧血	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000389	atelosteogenesis	骨不全発生症	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000390	vitelliform macular dystrophy	卵黄様黄斑ジストロフィー	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000393	partial fetal alcohol syndrome	部分的胎児アルコール症候群	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000395	alcohol-related birth defect	アルコール関連出生時欠損	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000396	spastic cerebral palsy	痙性脳性麻痺	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000397	ataxic cerebral palsy	失調性脳性麻痺	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
MONDO:0000400	mixed cerebral palsy	混合型脳性麻痺	http://purl.obolibrary.org/obo/mondo/releases/2025-05-06/mondo.owl
